status,path,area,disposition,review_state,rationale
 M,codex-rs/app-server/tests/common/config.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/common/config_tests.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/common/models_cache.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/common/rollout.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/common/test_app_server.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/auth.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/conversation_summary.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/account.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/compaction.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/imagegen_extension.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/model_list.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/model_provider_capabilities_read.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/multi_agent_v2_developer_instructions.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/process_exec.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/rate_limit_reset_credits.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/remote_thread_store.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/safety_check_downgrade.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/thread_agent_message.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/thread_list.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/thread_read.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/thread_resume.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/thread_settings_update.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/thread_unarchive.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/turn_start.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/app-server/tests/suite/v2/web_search.rs,app-server,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/apply-patch/src/lib.rs,apply-patch,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/cli/Cargo.toml,cli,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/cli/src/bin/logs_client.rs,cli,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/cli/src/claude_oauth.rs,cli,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/cli/src/doctor.rs,cli,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/cli/src/doctor/snapshots/pfterminal__doctor__output__tests__doctor_human_report_environment_rows.snap,generated_artifact,regenerate_and_review,pending,Generated output must match the frozen semantic source and have no pending drift.
 M,codex-rs/cli/src/doctor/updates.rs,cli,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/cli/src/login.rs,cli,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/cli/src/main.rs,cli,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/cli/src/tasknode_cmd.rs,cli,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/codex-api/src/api_bridge_tests.rs,codex-api,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/codex-api/src/common.rs,codex-api,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/codex-api/src/endpoint/anthropic_messages.rs,codex-api,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/codex-api/src/endpoint/chat_completions.rs,codex-api,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/codex-api/src/endpoint/models.rs,codex-api,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/codex-api/src/endpoint/responses_websocket.rs,codex-api,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/codex-api/src/sse/responses.rs,codex-api,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/codex-api/tests/models_integration.rs,codex-api,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/config/src/thread_config.rs,config,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/config/src/thread_config/remote.rs,config,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/config/src/types.rs,config,semantic_review_required,pending,Changed crate must receive a release disposition and targeted qualification.
 M,codex-rs/core/Cargo.toml,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/config.schema.json,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/gpt-5.1-codex-max_prompt.md,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/gpt-5.2-codex_prompt.md,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/gpt_5_1_prompt.md,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/gpt_5_2_prompt.md,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/gpt_5_codex_prompt.md,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/prompt_with_apply_patch_instructions.md,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 D,codex-rs/core/src/agent/builtins/nazgul.toml,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 D,codex-rs/core/src/agent/builtins/nazgul_base.md,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 D,codex-rs/core/src/agent/builtins/orc.toml,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 D,codex-rs/core/src/agent/builtins/orc_base.md,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 D,codex-rs/core/src/agent/builtins/standard_base.md,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 D,codex-rs/core/src/agent/builtins/troll.toml,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 D,codex-rs/core/src/agent/builtins/troll_base.md,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 M,codex-rs/core/src/agent/control.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/agent/control/execution.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/agent/control/execution_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 D,codex-rs/core/src/agent/control/mailbox.rs,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 M,codex-rs/core/src/agent/control/spawn.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/agent/control_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/agent/registry.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/agent/registry_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/agent/role.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/agent/role_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/agent/status.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/anthropic_payload.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/anthropic_payload_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
MM,codex-rs/core/src/client.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/client_common_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/client_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/codex_thread.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/compact.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/compact_remote_request.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/compact_remote_v2.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/compact_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/config/agent_roles.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/config/config_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/config/mod.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/context/mod.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 D,codex-rs/core/src/context/subagent_turn_budget_finalization.rs,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 D,codex-rs/core/src/context/turn_completion_continuation.rs,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 M,codex-rs/core/src/context_manager/history_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/context_manager/normalize.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/event_mapping.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/event_mapping_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/exec_env_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/guardian/tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/image_preparation_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/mcp_tool_call_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/realtime_conversation.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/responses_retry.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/config_lock.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/handlers.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/input_queue.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/mod.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/review.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/rollout_reconstruction.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/rollout_reconstruction_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/session.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/tests/guardian_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session/turn.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 D,codex-rs/core/src/session/turn_completion.rs,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 D,codex-rs/core/src/session/turn_completion_tests.rs,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 M,codex-rs/core/src/session/turn_context.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 D,codex-rs/core/src/session/turn_context_tests.rs,upstream_runtime_convergence,verify_upstream_replacement,pending,Deleted PF runtime code is acceptable only when pinned upstream owns the behavior.
 M,codex-rs/core/src/session_prefix.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session_prefix_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/session_startup_prewarm.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/shell_snapshot.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/shell_snapshot_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/state/service.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/state/turn.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/stream_events_utils.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/stream_events_utils_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tasks/mod.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/thread_manager.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/thread_manager_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/thread_rollout_truncation_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/apply_patch.lark,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/apply_patch.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/apply_patch_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/mcp.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/mod.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/multi_agents/resume_agent.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/multi_agents/spawn.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/multi_agents_common.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/multi_agents_spec.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/multi_agents_spec_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/multi_agents_tests.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/multi_agents_v2.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/multi_agents_v2/followup_task.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
 M,codex-rs/core/src/tools/handlers/multi_agents_v2/interrupt_agent.rs,core_convergence,semantic_review_required,pending,Confirm upstream ownership or document the PF provider/orchestration boundary.
